name,tmdbId,movieId,actor_role
"""Robin Givens""","""59153""","""122""","""Jacqueline 'Jackie / Jack' Broyer"""
"""David Alan Grier""","""58563""","""122""","""Gerard Jackson"""
"""Tony Leung Chiu-Wai""","""1337""","""123""","""Policeman 663"""
"""Brigitte Lin""","""56830""","""123""","""Woman in blonde wig"""
"""Takeshi Kaneshiro""","""43661""","""123""","""He Zhiwu, Cop 223"""
"""Faye Wong""","""12671""","""123""","""Faye"""
"""Sergio Castellitto""","""2166""","""124""","""Joe Morelli (Giuseppe Romolo)"""
"""Franco Scaldati""","""592480""","""124""","""Brigadier Mastropaolo"""
"""Tiziana Lodato""","""258039""","""124""","""Beata"""
"""Leopoldo Trieste""","""14151""","""124""","""Mute"""
"""Mary Tyler Moore""","""21277""","""125""","""Pearl Coplin"""
"""Téa Leoni""","""4939""","""125""","""Tina Kalb"""
"""Patricia Arquette""","""4687""","""125""","""Nancy Coplin"""
"""Ben Stiller""","""7399""","""125""","""Mel Coplin"""
"""Jack Black""","""70851""","""126""","""Slip"""
"""Melody Kay""","""57236""","""126""","""Nicole"""
"""Carole Finn""","""134063""","""126""","""Mookie"""
"""Jason James Richter""","""18259""","""126""","""Bastian Bux"""
"""Josh Charles""","""2694""","""129""","""Charlie Dunlap"""
"""Christine Lahti""","""77133""","""129""","""Ruby"""
"""Anne Heche""","""8256""","""129""","""Amy"""
"""John Goodman""","""1230""","""129""","""Alan Davenport"""
"""John Ventimiglia""","""87707""","""130""","""Andrew"""
"""Anna Levine""","""3711""","""130""","""Mae"""
"""Charlotte Eve Blythe""","""196180""","""130""","""Ellie"""
"""Miranda Rhyne""","""143151""","""130""","""Angela"""
"""Gabriel Byrne""","""5168""","""131""","""Jack Kelly"""
"""Niall Toibin""","""140230""","""131""","""Handy Paige"""
"""Owen Roe""","""17024""","""131""","""Senior Customs Officer"""
"""Corban Walker""","""567972""","""131""","""Frank Bois"""
"""David Caruso""","""16560""","""132""","""David Corelli"""
"""Chazz Palminteri""","""9046""","""132""","""Matt Gavin"""
"""Linda Fiorentino""","""9625""","""132""","""Katrina Gavin"""
"""Richard Crenna""","""16554""","""132""","""Governor Edwards"""
"""Lauren Holly""","""34485""","""135""","""Lt. Emily Lake"""
"""Kelsey Grammer""","""7090""","""135""","""Lt. Commander Thomas \""Tom\"" Dodge"""
"""Harry Dean Stanton""","""5048""","""135""","""Lt. Howard"""
"""Rob Schneider""","""60949""","""135""","""Executive Officer Lt. Martin T. \""Marty\"" Pascal"""
"""Vivian Paxton""","""45389""","""137""","""Vivian"""
"""Michael Ornstein""","""45390""","""137""","""Mike Miller"""
"""Claudette Sutherland""","""45387""","""137""","""Tammy Shafer"""
"""Cal Bartlett""","""45388""","""137""","""Ken Shafer"""
"""Robert Redford""","""4135""","""140""","""Warren Justice"""
"""Michelle Pfeiffer""","""1160""","""140""","""Tally Atwater"""
"""Stockard Channing""","""8893""","""140""","""Marcia McGrath"""
"""Joe Mantegna""","""3266""","""140""","""Bucky Terranova"""
"""Nathan Lane""","""78729""","""141""","""Albert Goldman"""
"""Dianne Wiest""","""1902""","""141""","""Louise Keeley"""
"""Robin Williams""","""2157""","""141""","""Armand Goldman"""
"""Gene Hackman""","""193""","""141""","""Sen. Kevin Keeley"""
"""Shari Albert""","""86308""","""144""","""Susan"""
"""Maxine Bahns""","""21398""","""144""","""Audrey"""
"""Catharine Bolz""","""86309""","""144""","""Mrs McMullen"""
"""Connie Britton""","""86310""","""144""","""Molly McMullen"""
"""Michael Taliferro""","""87360""","""145""","""Car thief"""
"""Lisa Boyle""","""9313""","""145""","""Girl Decoy"""
"""Martin Lawrence""","""78029""","""145""","""Detective Marcus Burnett"""
"""Will Smith""","""2888""","""145""","""Detective Mike Lowrey"""
"""Wang Fei""","""1181794""","""146""","""Chu"""
"""Stephen Lang""","""32747""","""146""","""Michael Tyler"""
"""Yi Ding""","""108211""","""146""","""Ling"""
"""Ryan Slater""","""108210""","""146""","""Ryan Tyler"""
"""Leonardo DiCaprio""","""6193""","""147""","""Jim Carroll"""
"""Marilyn Sokol""","""60142""","""147""",null
"""Lorraine Bracco""","""11478""","""147""","""Jim's Mother"""
"""James Madio""","""65395""","""147""","""Pedro"""
"""Alan Rickman""","""4566""","""148""","""P.L. O'Hara"""
"""Alun Armstrong""","""2629""","""148""","""Uncle Vernon"""
"""Georgina Cates""","""95789""","""148""","""Stella"""
"""Hugh Grant""","""3291""","""148""","""Meredith Potter"""
"""Isabelle Huppert""","""17882""","""149""","""Isabelle"""
"""Martin Donovan""","""42993""","""149""","""Thomas Ludens"""
"""Elina Löwensohn""","""17257""","""149""","""Sofia Ludens"""
"""Damian Young""","""109144""","""149""","""Edward, Jaque's Accountant"""
"""Bill Paxton""","""2053""","""150""","""Fred Haise"""
"""Kevin Bacon""","""4724""","""150""","""Jack Swigert"""
"""Tom Hanks""","""31""","""150""","""Jim Lovell"""
"""Gary Sinise""","""33""","""150""","""Ken Mattingly"""
"""Liam Neeson""","""3896""","""151""","""Robert Roy MacGregor (Rob Roy)"""
"""Jessica Lange""","""4431""","""151""","""Mary MacGregor"""
"""John Hurt""","""5049""","""151""","""John Graham (Marquis of Montrose)"""
"""Tim Roth""","""3129""","""151""","""Archibald Cunningham"""
"""Lili Taylor""","""3127""","""152""","""Kathleen Conklin"""
"""Christopher Walken""","""4690""","""152""","""Peina"""
"""Annabella Sciorra""","""18750""","""152""","""Casanova"""
"""Edie Falco""","""36190""","""152""","""Jean"""
"""Nicole Kidman""","""2227""","""153""","""Dr. Chase Meridian"""
"""Jim Carrey""","""206""","""153""","""Edward Nygma / The Riddler"""
"""Tommy Lee Jones""","""2176""","""153""","""Harvey Dent / Two-Face"""
"""Val Kilmer""","""5576""","""153""","""Bruce Wayne / Batman"""
"""Catherine Deneuve""","""50""","""154""","""Séverine Serizy"""
"""Jean Sorel""","""9762""","""154""","""Pierre Serizy"""
"""Michel Piccoli""","""3784""","""154""","""Henri Husson"""
"""Geneviève Page""","""9763""","""154""","""Madame Anais"""
"""Spalding Gray""","""8978""","""155""","""Jeremy Watt"""
"""Patricia Arquette""","""4687""","""155""","""Laura Bowman"""
"""Frances McDormand""","""3910""","""155""","""Andy Bowman"""
"""U Aung Ko""","""19668""","""155""","""U Aung Ko"""
"""Michael J. Fox""","""521""","""156""","""Pete Maloney"""
"""Mel Gorham""","""46394""","""156""","""Violet"""
"""Roseanne Barr""","""46393""","""156""","""Dot"""
"""Lou Reed""","""46392""","""156""","""Man with Strange Glasses"""
"""John Candy""","""7180""","""157""","""Sheriff Bud B. Boomer"""
"""Alan Alda""","""21278""","""157""","""U.S. President"""
"""Rhea Perlman""","""24203""","""157""","""Deputy Honey"""
"""Kevin Pollak""","""7166""","""157""","""Stuart Smiley, National Security Advisor"""
"""Chauncey Leopardi""","""88599""","""158""","""Nicky"""
"""Cathy Moriarty""","""14702""","""158""","""Carrigan Crittenden"""
"""Malachi Pearson""","""56057""","""158""","""Casper (McFadden) (voice)"""
"""Spencer Vrooman""","""147496""","""158""","""Andreas"""
"""Harvey Keitel""","""1037""","""159""","""Det. Rocco Klein"""
"""Delroy Lindo""","""18792""","""159""","""Rodney Little"""
"""John Turturro""","""1241""","""159""","""Det. Larry Mazilli"""
"""Mekhi Phifer""","""327""","""159""","""Ronald 'Strike' Dunham"""
"""Tim Curry""","""13472""","""160""","""Herkermer Homolka"""
"""Laura Linney""","""350""","""160""","""Dr. Karen Ross"""
"""Dylan Walsh""","""21043""","""160""","""Dr. Peter Elliot"""
"""Ernie Hudson""","""8874""","""160""","""Captain Munro Kelly"""
"""Denzel Washington""","""5292""","""161""","""Lt. Commander Ron Hunter"""
"""Gene Hackman""","""193""","""161""","""Captain Frank Ramsey"""
"""Matt Craven""","""13525""","""161""","""Lt. Roy Zimmer, USS Alabama Communications Officer"""
"""George Dzundza""","""10477""","""161""","""Chief of the Boat"""
"""Aline Kominsky""","""95663""","""162""","""Herself"""
"""Robert Crumb""","""73033""","""162""","""Himself"""
"""Maxon Crumb""","""1369236""","""162""","""Himself"""
"""Charles Crumb""","""1369235""","""162""","""Himself"""
"""Antonio Banderas""","""3131""","""163""","""El Mariachi"""
"""Cheech Marin""","""11159""","""163""","""Short Bartender"""
"""Joaquim de Almeida""","""22462""","""163""","""Bucho"""
"""Salma Hayek""","""3136""","""163""","""Carolina"""
"""Denzel Washington""","""5292""","""164""","""Easy Rawlins"""
"""Jennifer Beals""","""3130""","""164""","""Daphne Monet"""
"""Tom Sizemore""","""3197""","""164""","""DeWitt Albright"""
"""Don Cheadle""","""1896""","""164""","""Mouse Alexander"""
"""Bruce Willis""","""62""","""165""","""John McClane"""
"""Samuel L. Jackson""","""2231""","""165""","""Zeus Carver"""
"""Jeremy Irons""","""16940""","""165""","""Simon Peter Gruber"""
"""Graham Greene""","""6804""","""165""","""Joe Lambert"""
"""Rose McGowan""","""16850""","""166""","""Amy Blue"""
"""Johnathon Schaech""","""51670""","""166""","""Xavier Red"""
"""Cress Williams""","""157847""","""166""","""Peanut"""
"""James Duval""","""1582""","""166""","""Jordan White"""
"""Embeth Davidtz""","""6368""","""167""","""Bella Ford"""
"""James Purefoy""","""17648""","""167""","""Jedd Wainwright"""
"""Tom Bell""","""22169""","""167""","""Ben Wainwright"""
"""Gemma Jones""","""9138""","""167""","""Mrs. Wainwright"""
"""Sean Connery""","""738""","""168""","""King Arthur"""
"""Julia Ormond""","""15887""","""168""","""Guinevere"""
"""Richard Gere""","""1205""","""168""","""Lancelot"""
"""Ben Cross""","""29068""","""168""","""Prince Malagant"""
"""Francis Capra""","""17918""","""169""","""Elvis"""
"""Mary Kate Schellhardt""","""8184""","""169""","""Nadine"""
"""August Schellenberg""","""18260""","""169""","""Randolph Johnson"""
"""Jason James Richter""","""18259""","""169""","""Jesse"""
"""Jesse Bradford""","""17772""","""170""","""Joey Pardella"""
"""Jonny Lee Miller""","""9012""","""170""","""Dade Murphy / 'Crash Override' / 'Zero Cool'"""
"""Matthew Lillard""","""26457""","""170""","""Emmanuel Goldstein / 'Cereal Killer'"""
"""Angelina Jolie""","""11701""","""170""","""Kate Libby / 'Acid Burn'"""
"""Patrick Stewart""","""2387""","""171""","""Sterling"""
"""Michael T. Weiss""","""42722""","""171""","""Steve Howard"""
"""Steven Weber""","""6106""","""171""","""Jeffrey"""
"""David Thornton""","""76526""","""171""",null
"""Takeshi Kitano""","""3317""","""172""","""Takahashi"""
"""Keanu Reeves""","""6384""","""172""","""Johnny Mnemonic"""
"""Ice-T""","""21411""","""172""","""J-Bone"""
"""Dina Meyer""","""2133""","""172""","""Jane"""
"""Jürgen Prochnow""","""920""","""173""","""Judge Griffin"""
"""Sylvester Stallone""","""16483""","""173""","""Judge Joseph Dredd"""
"""Rob Schneider""","""60949""","""173""","""Herman 'Fergee' Ferguson"""
"""Armand Assante""","""23346""","""173""","""Rico"""
"""Pauly Shore""","""64998""","""174""","""Tommy Collins"""
"""Brian Doyle-Murray""","""1535""","""174""","""Harry"""
"""Stanley Tucci""","""2283""","""174""","""Frank"""
"""Tia Carrere""","""13445""","""174""","""Monica"""
"""Leo Fitzpatrick""","""57387""","""175""","""Telly"""
"""Joseph Chan""","""131299""","""175""","""Deli Owner"""
"""Sarah Henderson""","""57388""","""175""","""Girl #1"""
"""Justin Pierce""","""57389""","""175""","""Casper"""
"""Steve Buscemi""","""884""","""176""","""Nick Reve"""
"""Danielle von Zerneck""","""82220""","""176""","""Wanda"""
"""Dermot Mulroney""","""20212""","""176""","""Wolf"""
"""Catherine Keener""","""2229""","""176""","""Nicole Springer"""
"""Sheila Tousey""","""56441""","""177""","""Jennifer Desiderio"""
"""Joseph Latimore""","""56440""","""177""","""Caspar Quaid"""
"""Kevin J. O'Connor""","""18916""","""177""","""Philip Swann"""
"""Scott Bakula""","""2154""","""177""","""Harry D'Amour"""
"""Thomas Gibson""","""13638""","""178""","""David"""
"""Ruth Marshall""","""73296""","""178""","""Candy"""
"""Cameron Bancroft""","""78685""","""178""","""Bernie"""
"""Mia Kirshner""","""18658""","""178""","""Benita"""
"""Chris O'Donnell""","""5577""","""179""","""Matt Leland"""
"""Richard Chaim""","""175540""","""179""","""Duncan"""
"""Drew Barrymore""","""69597""","""179""","""Casey Roberts"""
"""Matthew Lillard""","""26457""","""179""","""Eric"""
"""Shannen Doherty""","""19144""","""180""","""Rene Mosier"""
"""Jason Lee""","""11662""","""180""","""Brodie Bruce"""
"""Jeremy London""","""23646""","""180""","""T.S. Quint"""
"""Claire Forlani""","""4174""","""180""","""Brandi Svenning"""
"""Karan Ashley""","""536099""","""181""","""Aisha Campbell / Yellow Ranger"""
"""Johnny Yong Bosch""","""50096""","""181""","""Adam Park / Black Ranger"""
"""Steve Cardenas""","""56897""","""181""","""Rocky DeSantos / Red Ranger"""
"""Jason David Frank""","""50098""","""181""","""Tommy Oliver / White Ranger"""
"""Fay Ripley""","""102754""","""183""","""Karen Hughes"""
"""Evan Richards""","""88519""","""183""","""Andy Clarke"""
"""Oleg Yankovskiy""","""1090481""","""183""","""Larsen"""
"""Marina Zudina""","""545828""","""183""","""Billy Hughes"""
"""Elina Löwensohn""","""17257""","""184""","""Nadja"""
"""Nic Ratner""","""1337469""","""184""",null
"""Karl Geary""","""27176""","""184""","""Renfield"""
"""Peter Fonda""","""8949""","""184""","""Dracula / Dr. Van Helsing"""
"""Sandra Bullock""","""18277""","""185""","""Angela Bennett/Ruth Marx"""
"""Diane Baker""","""6930""","""185""","""Mrs. Bennett"""
"""Jeremy Northam""","""18325""","""185""","""Jack Devlin"""
"""Dennis Miller""","""18326""","""185""","""Dr. Alan Champion"""
"""Hugh Grant""","""3291""","""186""","""Samuel Faulkner"""
"""Joan Cusack""","""3234""","""186""","""Gail Dwyer"""
"""Tom Arnold""","""74036""","""186""","""Marty Dwyer"""
"""Julianne Moore""","""1231""","""186""","""Rebecca Taylor"""
"""Guillermo Díaz""","""8695""","""187""","""Leo"""
"""Anthony DeSando""","""176628""","""187""","""Derrick"""
"""Donna Mitchell""","""56694""","""187""","""Rene"""
"""Parker Posey""","""7489""","""187""","""Mary"""
"""Christopher Walken""","""4690""","""188""","""Gabriel"""
"""Eric Stoltz""","""7036""","""188""","""Simon"""
"""Virginia Madsen""","""12519""","""188""","""Katherine Henley"""
"""Elias Koteas""","""13550""","""188""","""Thomas Daggett"""
"""Mary-Louise Parker""","""18248""","""189""","""Pooty"""
"""Scott Glenn""","""349""","""189""","""Lloyd"""
"""Tony Goldwyn""","""3417""","""189""","""Tom"""
"""Mia Farrow""","""12021""","""189""","""Rachel"""
"""Julianne Moore""","""1231""","""190""","""Carol White"""
"""Julie Burgess""","""1397377""","""190""","""Aerobics Instructor"""
"""Dean Norris""","""14329""","""190""","""Mover"""
"""Xander Berkeley""","""3982""","""190""","""Greg White"""
"""Demi Moore""","""3416""","""191""","""Hester Prynne"""
"""Robert Duvall""","""3087""","""191""","""Roger Chillingworth"""
"""Gary Oldman""","""64""","""191""","""Rev. Arthur Dimmesdale"""
"""Lisa Andoh""","""65543""","""191""","""Mituba"""
"""Glenn Plummer""","""2683""","""193""","""James Smith"""
"""Kyle MacLachlan""","""6677""","""193""","""Zack Carey"""
"""Gina Gershon""","""11150""","""193""","""Cristal Connors"""
"""Elizabeth Berkley""","""19189""","""193""","""Nomi Malone"""
"""Giancarlo Esposito""","""4808""","""194""","""Tommy"""
"""Stephen Gevedon""","""46395""","""194""","""Dennis"""
"""José Zúñiga""","""10963""","""194""","""Jerry"""
"""Harvey Keitel""","""1037""","""194""","""Augustus 'Auggie' Wren"""
"""Julia Roberts""","""1204""","""195""","""Grace King Bichon"""
"""Robert Duvall""","""3087""","""195""","""Wyly King"""
"""Dennis Quaid""","""6065""","""195""","""Eddie Bichon"""
"""Gena Rowlands""","""4800""","""195""","""Georgia King"""
"""Alfred Molina""","""658""","""196""","""Dr. Stephen Arden"""
"""Michael Madsen""","""147""","""196""","""Preston Lennox"""
"""Forest Whitaker""","""2178""","""196""","""Dan Smithson, Empath"""
"""Ben Kingsley""","""2282""","""196""","""Xavier Fitch"""
"""Ralph Fiennes""","""5469""","""198""","""Lenny Nero"""
"""Angela Bassett""","""9780""","""198""","""Lornette 'Mace' Mason"""
"""Juliette Lewis""","""3196""","""198""","""Faith Justin"""
"""Tom Sizemore""","""3197""","""198""","""Max Peltier"""
"""Catherine Deneuve""","""50""","""199""","""Geneviève Emery"""
"""Marc Michel""","""46936""","""199""","""Roland Cassard"""
"""Anne Vernon""","""28608""","""199""","""Madame Emery"""
"""Nino Castelnuovo""","""5476""","""199""","""Guy"""
"""Keith Carradine""","""30613""","""200""","""John Netherwood"""
"""Daryl Hannah""","""589""","""200""","""Leann Netherwood"""
"""Vincent Spano""","""147119""","""200""","""Russell Clifton"""
"""Moira Kelly""","""20005""","""200""","""Dana Clifton"""
"""Patrick Swayze""","""723""","""201""","""Jack McCloud"""
"""Seth Mumy""","""1542806""","""201""",null
"""Mary Elizabeth Mastrantonio""","""1161""","""201""","""Jeanne Holman"""
"""Joseph Mazzello""","""4787""","""201""","""Tom Holman"""
"""David Thewlis""","""11207""","""202""","""Paul Verlaine"""
"""Leonardo DiCaprio""","""6193""","""202""","""Arthur Rimbaud"""
"""Dominique Blanc""","""19068""","""202""","""Isabelle Rimbaud"""
"""Romane Bohringer""","""40938""","""202""","""Mathilde Maute"""
"""Wesley Snipes""","""10814""","""203""","""Noxeema Jackson"""
"""Stockard Channing""","""8893""","""203""","""Carol Ann"""
"""Patrick Swayze""","""723""","""203""","""Vida Boheme"""
"""John Leguizamo""","""5723""","""203""","""Chi-Chi Rodriguez"""
"""Eric Bogosian""","""10866""","""204""","""Travis Dane"""
"""Everett McGill""","""5616""","""204""","""Penn"""
"""Katherine Heigl""","""25541""","""204""","""Sarah Ryback"""
"""Steven Seagal""","""23880""","""204""","""Casey Ryback"""
"""Andie MacDowell""","""1533""","""205""","""Selma Lidz"""
"""Michael Richards""","""50807""","""205""","""Danny Lidz"""
"""John Turturro""","""1241""","""205""","""Sid Lidz"""
"""Maury Chaykin""","""7868""","""205""","""Arthur Lidz"""
"""Isaac Mizrahi""","""56696""","""206""","""himself"""
"""Roseanne Barr""","""46393""","""206""","""Herself"""
"""Sandra Bernhard""","""3664""","""206""","""herself"""
"""Natane Boudreau""","""1799764""","""206""",null
"""Keanu Reeves""","""6384""","""207""","""Paul Sutton"""
"""Giancarlo Giannini""","""3753""","""207""","""Alberto Aragón"""
"""Anthony Quinn""","""5401""","""207""","""Don Pedro Aragón"""
"""Aitana Sánchez-Gijón""","""37946""","""207""","""Victoria Aragón"""
"""Kevin Costner""","""1269""","""208""","""Mariner"""
"""R.D. Call""","""49832""","""208""","""Enforcer"""
"""Rick Aviles""","""3432""","""208""","""Gatesman"""
"""Chaim Jeraffi""","""59350""","""208""",null
"""Harry Belafonte""","""33162""","""209""","""Thaddeus Thomas"""
"""John Travolta""","""8891""","""209""","""Louis Pinnock"""
